Country Code,Country Name,Year,Age Group,Sex,Number of Deaths,"Death Rate Per 100,000"
AGO,Angola,1980,55-59 years,Both,"4,617","2,631.00"
AGO,Angola,1980,60-64 years,Male,"3,345","5,341.60"
AGO,Angola,1980,60-64 years,Female,"2,103","2,879.90"
AGO,Angola,1980,60-64 years,Both,"5,447","4,016.40"
AGO,Angola,1980,65-69 years,Male,"3,004","6,862.40"
AGO,Angola,1980,65-69 years,Female,"2,230","4,187.20"
AGO,Angola,1980,65-69 years,Both,"5,234","5,394.00"
AGO,Angola,1980,70-74 years,Male,"2,476","9,240.30"
AGO,Angola,1980,70-74 years,Female,"2,152","6,243.80"
AGO,Angola,1980,70-74 years,Both,"4,628","7,554.70"
AGO,Angola,1980,75-79 years,Male,"1,568","11,793.80"
AGO,Angola,1980,75-79 years,Female,"1,604","8,709.50"
AGO,Angola,1980,75-79 years,Both,"3,172","10,002.50"
AGO,Angola,1980,80+ years,Male,"1,015","16,729.00"
AGO,Angola,1980,80+ years,Female,"1,364","13,671.60"
AGO,Angola,1980,80+ years,Both,"2,379","14,827.40"
AGO,Angola,1980,All ages,Male,"90,965","2,412.30"
AGO,Angola,1980,All ages,Female,"67,624","1,740.00"
AGO,Angola,1980,All ages,Both,"158,589","2,071.10"
AGO,Angola,1990,0-6 days,Male,"7,455","141,873.40"
AGO,Angola,1990,0-6 days,Female,"6,142","120,260.80"
AGO,Angola,1990,0-6 days,Both,"13,597","131,221.40"
AGO,Angola,1990,7-27 days,Male,"5,806","37,762.80"
AGO,Angola,1990,7-27 days,Female,"5,047","33,753.40"
AGO,Angola,1990,7-27 days,Both,"10,854","35,784.70"
AGO,Angola,1990,28-364 days,Male,"18,101","7,755.10"
AGO,Angola,1990,28-364 days,Female,"14,665","6,449.40"
AGO,Angola,1990,28-364 days,Both,"32,765","7,110.80"
AGO,Angola,1990,1-4 years,Male,"32,426","3,892.30"
AGO,Angola,1990,1-4 years,Female,"24,181","2,940.80"
AGO,Angola,1990,1-4 years,Both,"56,607","3,419.70"
AGO,Angola,1990,5-9 years,Male,"2,323",296.2
AGO,Angola,1990,5-9 years,Female,"1,882",237.8
AGO,Angola,1990,5-9 years,Both,"4,205",266.9
AGO,Angola,1990,10-14 years,Male,"1,405",219.8
AGO,Angola,1990,10-14 years,Female,"1,155",179.6
AGO,Angola,1990,10-14 years,Both,"2,561",199.6
AGO,Angola,1990,15-19 years,Male,"1,937",370
AGO,Angola,1990,15-19 years,Female,"1,430",270
AGO,Angola,1990,15-19 years,Both,"3,367",319.7
AGO,Angola,1990,20-24 years,Male,"2,632",598
AGO,Angola,1990,20-24 years,Female,"1,883",418.8
AGO,Angola,1990,20-24 years,Both,"4,515",507.5
AGO,Angola,1990,25-29 years,Male,"2,588",703.3
AGO,Angola,1990,25-29 years,Female,"2,005",527
AGO,Angola,1990,25-29 years,Both,"4,593",613.7
AGO,Angola,1990,30-34 years,Male,"2,531",846.4
AGO,Angola,1990,30-34 years,Female,"1,929",617.5
AGO,Angola,1990,30-34 years,Both,"4,459",729.5
AGO,Angola,1990,35-39 years,Male,"2,873","1,189.10"
AGO,Angola,1990,35-39 years,Female,"2,117",832
AGO,Angola,1990,35-39 years,Both,"4,990","1,005.90"
AGO,Angola,1990,40-44 years,Male,"2,807","1,512.20"
AGO,Angola,1990,40-44 years,Female,"1,710",880.2
AGO,Angola,1990,40-44 years,Both,"4,517","1,189.00"
AGO,Angola,1990,45-49 years,Male,"3,134","2,006.80"
AGO,Angola,1990,45-49 years,Female,"1,730","1,042.20"
AGO,Angola,1990,45-49 years,Both,"4,864","1,509.80"
AGO,Angola,1990,50-54 years,Male,"3,499","2,730.60"
AGO,Angola,1990,50-54 years,Female,"1,993","1,431.70"
AGO,Angola,1990,50-54 years,Both,"5,492","2,054.30"
AGO,Angola,1990,55-59 years,Male,"3,596","3,499.00"
AGO,Angola,1990,55-59 years,Female,"2,175","1,894.10"
AGO,Angola,1990,55-59 years,Both,"5,772","2,652.00"
AGO,Angola,1990,60-64 years,Male,"4,118","5,239.40"
AGO,Angola,1990,60-64 years,Female,"2,828","3,107.00"
AGO,Angola,1990,60-64 years,Both,"6,946","4,095.10"
AGO,Angola,1990,65-69 years,Male,"3,750","6,716.60"
AGO,Angola,1990,65-69 years,Female,"3,055","4,540.50"
AGO,Angola,1990,65-69 years,Both,"6,805","5,527.40"
AGO,Angola,1990,70-74 years,Male,"3,192","9,108.20"
AGO,Angola,1990,70-74 years,Female,"2,994","6,743.60"
AGO,Angola,1990,70-74 years,Both,"6,186","7,786.60"
AGO,Angola,1990,75-79 years,Male,"2,120","11,788.70"
AGO,Angola,1990,75-79 years,Female,"2,298","9,348.20"
AGO,Angola,1990,75-79 years,Both,"4,418","10,379.40"
AGO,Angola,1990,80+ years,Male,"1,491","16,809.50"
AGO,Angola,1990,80+ years,Female,"2,097","14,631.00"
AGO,Angola,1990,80+ years,Both,"3,588","15,463.50"
AGO,Angola,1990,All ages,Male,"107,784","2,092.10"
AGO,Angola,1990,All ages,Female,"83,316","1,575.90"
AGO,Angola,1990,All ages,Both,"191,100","1,830.70"
AGO,Angola,2000,0-6 days,Male,"8,045","118,085.50"
AGO,Angola,2000,0-6 days,Female,"6,754","102,018.10"
AGO,Angola,2000,0-6 days,Both,"14,799","110,175.40"
AGO,Angola,2000,7-27 days,Male,"5,622","28,072.40"
AGO,Angola,2000,7-27 days,Female,"4,907","25,192.20"
AGO,Angola,2000,7-27 days,Both,"10,529","26,652.40"
AGO,Angola,2000,28-364 days,Male,"18,510","6,030.80"
AGO,Angola,2000,28-364 days,Female,"15,097","5,050.90"
AGO,Angola,2000,28-364 days,Both,"33,607","5,547.40"
AGO,Angola,2000,1-4 years,Male,"30,140","2,684.90"
AGO,Angola,2000,1-4 years,Female,"22,228","2,012.50"
AGO,Angola,2000,1-4 years,Both,"52,368","2,351.40"
AGO,Angola,2000,5-9 years,Male,"2,437",229.6
AGO,Angola,2000,5-9 years,Female,"2,004",187
AGO,Angola,2000,5-9 years,Both,"4,441",208.2
AGO,Angola,2000,10-14 years,Male,"1,502",171.4
AGO,Angola,2000,10-14 years,Female,"1,295",145.2
AGO,Angola,2000,10-14 years,Both,"2,797",158.2
AGO,Angola,2000,15-19 years,Male,"2,267",309.7
AGO,Angola,2000,15-19 years,Female,"1,822",246
AGO,Angola,2000,15-19 years,Both,"4,090",277.6
AGO,Angola,2000,20-24 years,Male,"3,152",523.8
AGO,Angola,2000,20-24 years,Female,"2,534",415.9
AGO,Angola,2000,20-24 years,Both,"5,686",469.5
AGO,Angola,2000,25-29 years,Male,"3,183",658.9
AGO,Angola,2000,25-29 years,Female,"2,719",550.2
AGO,Angola,2000,25-29 years,Both,"5,902",603.9
AGO,Angola,2000,30-34 years,Male,"3,220",805.3
AGO,Angola,2000,30-34 years,Female,"2,654",643
AGO,Angola,2000,30-34 years,Both,"5,874",722.9
AGO,Angola,2000,35-39 years,Male,"3,568","1,078.00"
AGO,Angola,2000,35-39 years,Female,"2,820",815.7
AGO,Angola,2000,35-39 years,Both,"6,387",944
AGO,Angola,2000,40-44 years,Male,"3,506","1,319.60"
AGO,Angola,2000,40-44 years,Female,"2,391",849.1
AGO,Angola,2000,40-44 years,Both,"5,897","1,077.50"
AGO,Angola,2000,45-49 years,Male,"3,602","1,708.50"
AGO,Angola,2000,45-49 years,Female,"2,250",988
AGO,Angola,2000,45-49 years,Both,"5,852","1,334.40"
AGO,Angola,2000,50-54 years,Male,"3,605","2,283.30"
AGO,Angola,2000,50-54 years,Female,"2,203","1,284.40"
AGO,Angola,2000,50-54 years,Both,"5,808","1,763.10"
AGO,Angola,2000,55-59 years,Male,"3,734","2,929.10"
AGO,Angola,2000,55-59 years,Female,"2,447","1,720.90"
AGO,Angola,2000,55-59 years,Both,"6,182","2,292.00"
AGO,Angola,2000,60-64 years,Male,"4,227","4,320.80"
AGO,Angola,2000,60-64 years,Female,"3,101","2,754.80"
AGO,Angola,2000,60-64 years,Both,"7,328","3,482.90"
AGO,Angola,2000,65-69 years,Male,"3,962","5,628.40"
AGO,Angola,2000,65-69 years,Female,"3,497","4,163.50"
AGO,Angola,2000,65-69 years,Both,"7,459","4,831.30"
AGO,Angola,2000,70-74 years,Male,"3,505","7,789.80"
AGO,Angola,2000,70-74 years,Female,"3,416","6,064.70"
AGO,Angola,2000,70-74 years,Both,"6,921","6,830.80"
AGO,Angola,2000,75-79 years,Male,"2,451","10,265.20"
AGO,Angola,2000,75-79 years,Female,"2,729","8,517.20"
AGO,Angola,2000,75-79 years,Both,"5,179","9,263.60"
AGO,Angola,2000,80+ years,Male,"1,907","15,284.50"
AGO,Angola,2000,80+ years,Female,"2,722","13,837.60"
AGO,Angola,2000,80+ years,Both,"4,629","14,399.10"
AGO,Angola,2000,All ages,Male,"112,147","1,612.80"
AGO,Angola,2000,All ages,Female,"89,589","1,257.70"
AGO,Angola,2000,All ages,Both,"201,736","1,433.10"
AGO,Angola,2010,0-6 days,Male,"6,981","91,076.80"
AGO,Angola,2010,0-6 days,Female,"5,854","78,578.50"
AGO,Angola,2010,0-6 days,Both,"12,835","84,916.50"
AGO,Angola,2010,7-27 days,Male,"3,265","14,385.30"
AGO,Angola,2010,7-27 days,Female,"2,866","12,978.30"
AGO,Angola,2010,7-27 days,Both,"6,131","13,691.40"
AGO,Angola,2010,28-364 days,Male,"11,608","3,262.10"
AGO,Angola,2010,28-364 days,Female,"9,477","2,734.80"
AGO,Angola,2010,28-364 days,Both,"21,085","3,002.00"
AGO,Angola,2010,1-4 years,Male,"14,763","1,022.40"
AGO,Angola,2010,1-4 years,Female,"10,508",743.7
AGO,Angola,2010,1-4 years,Both,"25,271",884.6
AGO,Angola,2010,5-9 years,Male,"1,950",129
AGO,Angola,2010,5-9 years,Female,"1,602",106.6
AGO,Angola,2010,5-9 years,Both,"3,552",117.9
AGO,Angola,2010,10-14 years,Male,"1,235",99
AGO,Angola,2010,10-14 years,Female,"1,088",87.2
AGO,Angola,2010,10-14 years,Both,"2,323",93.1
AGO,Angola,2010,15-19 years,Male,"2,313",226.1
AGO,Angola,2010,15-19 years,Female,"1,816",175.6
AGO,Angola,2010,15-19 years,Both,"4,130",200.7
AGO,Angola,2010,20-24 years,Male,"3,389",399.6
AGO,Angola,2010,20-24 years,Female,"2,704",311.7
AGO,Angola,2010,20-24 years,Both,"6,093",355.2
AGO,Angola,2010,25-29 years,Male,"3,652",523.8
AGO,Angola,2010,25-29 years,Female,"3,025",425
AGO,Angola,2010,25-29 years,Both,"6,676",473.9
AGO,Angola,2010,30-34 years,Male,"3,628",642.4
AGO,Angola,2010,30-34 years,Female,"2,872",500.1
AGO,Angola,2010,30-34 years,Both,"6,499",570.7
AGO,Angola,2010,35-39 years,Male,"3,731",835.2
AGO,Angola,2010,35-39 years,Female,"2,787",611.1
AGO,Angola,2010,35-39 years,Both,"6,519",722
AGO,Angola,2010,40-44 years,Male,"3,636",999.5
AGO,Angola,2010,40-44 years,Female,"2,446",648.8
AGO,Angola,2010,40-44 years,Both,"6,082",821
AGO,Angola,2010,45-49 years,Male,"3,802","1,283.70"
AGO,Angola,2010,45-49 years,Female,"2,406",763.2
AGO,Angola,2010,45-49 years,Both,"6,208","1,015.40"
AGO,Angola,2010,50-54 years,Male,"3,999","1,713.20"
AGO,Angola,2010,50-54 years,Female,"2,462",962.5
AGO,Angola,2010,50-54 years,Both,"6,460","1,320.70"
AGO,Angola,2010,55-59 years,Male,"4,023","2,236.10"
AGO,Angola,2010,55-59 years,Female,"2,679","1,320.40"
AGO,Angola,2010,55-59 years,Both,"6,701","1,750.80"
AGO,Angola,2010,60-64 years,Male,"4,198","3,278.00"
AGO,Angola,2010,60-64 years,Female,"2,982","2,040.60"
AGO,Angola,2010,60-64 years,Both,"7,180","2,618.50"
AGO,Angola,2010,65-69 years,Male,"4,260","4,517.00"
AGO,Angola,2010,65-69 years,Female,"3,569","3,211.10"
AGO,Angola,2010,65-69 years,Both,"7,829","3,810.60"
AGO,Angola,2010,70-74 years,Male,"3,984","6,424.20"
AGO,Angola,2010,70-74 years,Female,"3,541","4,652.00"
AGO,Angola,2010,70-74 years,Both,"7,525","5,447.50"
AGO,Angola,2010,75-79 years,Male,"3,004","8,684.40"
AGO,Angola,2010,75-79 years,Female,"3,049","6,751.90"
AGO,Angola,2010,75-79 years,Both,"6,053","7,590.10"
AGO,Angola,2010,80+ years,Male,"2,741","13,676.90"
AGO,Angola,2010,80+ years,Female,"3,596","11,969.70"
AGO,Angola,2010,80+ years,Both,"6,337","12,652.90"
AGO,Angola,2010,All ages,Male,"90,160",941
AGO,Angola,2010,All ages,Female,"71,328",732.2
AGO,Angola,2010,All ages,Both,"161,489",835.7
ALB,Albania,1970,0-6 days,Male,259,"37,229.60"
ALB,Albania,1970,0-6 days,Female,184,"28,279.60"
ALB,Albania,1970,0-6 days,Both,443,"32,928.60"
ALB,Albania,1970,7-27 days,Male,177,"8,536.70"
ALB,Albania,1970,7-27 days,Female,136,"6,991.30"
ALB,Albania,1970,7-27 days,Both,313,"7,789.40"
ALB,Albania,1970,28-364 days,Male,"1,230","3,776.60"
ALB,Albania,1970,28-364 days,Female,987,"3,234.20"
ALB,Albania,1970,28-364 days,Both,"2,217","3,514.10"
ALB,Albania,1970,1-4 years,Male,813,605.3
ALB,Albania,1970,1-4 years,Female,673,534.5
ALB,Albania,1970,1-4 years,Both,"1,486",571
ALB,Albania,1970,5-9 years,Male,139,87.5
ALB,Albania,1970,5-9 years,Female,100,65.7
ALB,Albania,1970,5-9 years,Both,239,76.8
ALB,Albania,1970,10-14 years,Male,86,62.1
ALB,Albania,1970,10-14 years,Female,58,43.6
ALB,Albania,1970,10-14 years,Both,145,53
ALB,Albania,1970,15-19 years,Male,115,107.5
ALB,Albania,1970,15-19 years,Female,64,61.2
ALB,Albania,1970,15-19 years,Both,179,84.6
ALB,Albania,1970,20-24 years,Male,121,144.4
ALB,Albania,1970,20-24 years,Female,66,80.1
ALB,Albania,1970,20-24 years,Both,187,112.6
ALB,Albania,1970,25-29 years,Male,114,147.9
ALB,Albania,1970,25-29 years,Female,72,97.5
ALB,Albania,1970,25-29 years,Both,186,123.2
ALB,Albania,1970,30-34 years,Male,123,170.5
ALB,Albania,1970,30-34 years,Female,87,123.8
ALB,Albania,1970,30-34 years,Both,209,147.5
ALB,Albania,1970,35-39 years,Male,128,216.9
ALB,Albania,1970,35-39 years,Female,96,166.2
ALB,Albania,1970,35-39 years,Both,224,191.8
ALB,Albania,1970,40-44 years,Male,165,323.5
ALB,Albania,1970,40-44 years,Female,120,236.4
ALB,Albania,1970,40-44 years,Both,285,279.9
ALB,Albania,1970,45-49 years,Male,183,509.6
ALB,Albania,1970,45-49 years,Female,127,354
ALB,Albania,1970,45-49 years,Both,311,431.8
ALB,Albania,1970,50-54 years,Male,277,816.1
ALB,Albania,1970,50-54 years,Female,179,543.4
ALB,Albania,1970,50-54 years,Both,456,681.8
ALB,Albania,1970,55-59 years,Male,384,"1,282.90"
ALB,Albania,1970,55-59 years,Female,253,818.6
ALB,Albania,1970,55-59 years,Both,638,"1,046.90"
ALB,Albania,1970,60-64 years,Male,469,"2,041.90"
ALB,Albania,1970,60-64 years,Female,321,"1,340.50"
ALB,Albania,1970,60-64 years,Both,790,"1,683.70"
ALB,Albania,1970,65-69 years,Male,542,"3,191.30"
ALB,Albania,1970,65-69 years,Female,397,"2,206.70"
ALB,Albania,1970,65-69 years,Both,939,"2,684.90"
ALB,Albania,1970,70-74 years,Male,643,"4,948.50"
ALB,Albania,1970,70-74 years,Female,565,"3,773.30"
ALB,Albania,1970,70-74 years,Both,"1,208","4,318.90"
ALB,Albania,1970,75-79 years,Male,536,"7,670.40"
ALB,Albania,1970,75-79 years,Female,572,"6,363.20"
ALB,Albania,1970,75-79 years,Both,"1,108","6,935.10"
ALB,Albania,1970,80+ years,Male,996,"14,245.80"
ALB,Albania,1970,80+ years,Female,"1,157","12,871.70"
ALB,Albania,1970,80+ years,Both,"2,153","13,472.80"
ALB,Albania,1970,All ages,Male,"7,500",692.1
ALB,Albania,1970,All ages,Female,"6,217",587
ALB,Albania,1970,All ages,Both,"13,716",640.1
ALB,Albania,1980,0-6 days,Male,260,"35,969.10"
ALB,Albania,1980,0-6 days,Female,184,"27,119.10"
ALB,Albania,1980,0-6 days,Both,444,"31,692.50"
ALB,Albania,1980,7-27 days,Male,165,"7,639.30"
ALB,Albania,1980,7-27 days,Female,129,"6,392.10"
ALB,Albania,1980,7-27 days,Both,294,"7,038.00"
ALB,Albania,1980,28-364 days,Male,"1,137","3,351.60"
ALB,Albania,1980,28-364 days,Female,917,"2,884.00"
ALB,Albania,1980,28-364 days,Both,"2,054","3,125.30"
ALB,Albania,1980,1-4 years,Male,707,501.8
ALB,Albania,1980,1-4 years,Female,583,440.7
ALB,Albania,1980,1-4 years,Both,"1,290",472.2
ALB,Albania,1980,5-9 years,Male,130,79.1
ALB,Albania,1980,5-9 years,Female,90,59.5
ALB,Albania,1980,5-9 years,Both,220,69.7
ALB,Albania,1980,10-14 years,Male,87,56.5
ALB,Albania,1980,10-14 years,Female,48,33.5
ALB,Albania,1980,10-14 years,Both,135,45.3
ALB,Albania,1980,15-19 years,Male,160,98.9
ALB,Albania,1980,15-19 years,Female,64,44.8
ALB,Albania,1980,15-19 years,Both,225,73.5
ALB,Albania,1980,20-24 years,Male,188,132.9
ALB,Albania,1980,20-24 years,Female,73,57.5
ALB,Albania,1980,20-24 years,Both,261,97.3
ALB,Albania,1980,25-29 years,Male,148,136.1
ALB,Albania,1980,25-29 years,Female,68,68.9
ALB,Albania,1980,25-29 years,Both,216,104.1
ALB,Albania,1980,30-34 years,Male,133,156.1
ALB,Albania,1980,30-34 years,Female,68,88.2
ALB,Albania,1980,30-34 years,Both,201,123.8
ALB,Albania,1980,35-39 years,Male,153,196.5
ALB,Albania,1980,35-39 years,Female,77,111.6
ALB,Albania,1980,35-39 years,Both,231,156.6
ALB,Albania,1980,40-44 years,Male,211,293.2
ALB,Albania,1980,40-44 years,Female,110,168.5
ALB,Albania,1980,40-44 years,Both,321,233.7
ALB,Albania,1980,45-49 years,Male,270,462.3
ALB,Albania,1980,45-49 years,Female,142,262.4
ALB,Albania,1980,45-49 years,Both,412,366.2
ALB,Albania,1980,50-54 years,Male,373,742.4
ALB,Albania,1980,50-54 years,Female,191,409.8
ALB,Albania,1980,50-54 years,Both,564,582.4
ALB,Albania,1980,55-59 years,Male,398,"1,176.10"
ALB,Albania,1980,55-59 years,Female,237,628
ALB,Albania,1980,55-59 years,Both,635,887.1
ALB,Albania,1980,60-64 years,Male,584,"1,896.40"
ALB,Albania,1980,60-64 years,Female,362,"1,050.00"
ALB,Albania,1980,60-64 years,Both,945,"1,449.60"
ALB,Albania,1980,65-69 years,Male,767,"2,990.90"
ALB,Albania,1980,65-69 years,Female,545,"1,752.90"
ALB,Albania,1980,65-69 years,Both,"1,313","2,312.50"
ALB,Albania,1980,70-74 years,Male,814,"4,663.60"
ALB,Albania,1980,70-74 years,Female,638,"3,022.30"
ALB,Albania,1980,70-74 years,Both,"1,452","3,765.10"
ALB,Albania,1980,75-79 years,Male,747,"7,282.10"
ALB,Albania,1980,75-79 years,Female,698,"5,238.40"
ALB,Albania,1980,75-79 years,Both,"1,446","6,127.40"
ALB,Albania,1980,80+ years,Male,"1,122","13,669.00"
ALB,Albania,1980,80+ years,Female,"1,390","11,379.10"
ALB,Albania,1980,80+ years,Both,"2,512","12,299.30"
ALB,Albania,1980,All ages,Male,"8,555",620.9
ALB,Albania,1980,All ages,Female,"6,616",511.3
ALB,Albania,1980,All ages,Both,"15,171",567.8
ALB,Albania,1990,0-6 days,Male,257,"33,004.00"
ALB,Albania,1990,0-6 days,Female,179,"24,550.40"
ALB,Albania,1990,0-6 days,Both,435,"28,917.50"
ALB,Albania,1990,7-27 days,Male,142,"6,097.60"
ALB,Albania,1990,7-27 days,Female,113,"5,201.80"
ALB,Albania,1990,7-27 days,Both,255,"5,664.50"
ALB,Albania,1990,28-364 days,Male,950,"2,571.60"
ALB,Albania,1990,28-364 days,Female,781,"2,256.10"
ALB,Albania,1990,28-364 days,Both,"1,732","2,419.00"
ALB,Albania,1990,1-4 years,Male,553,353.4
ALB,Albania,1990,1-4 years,Female,446,303.8
ALB,Albania,1990,1-4 years,Both,999,329.4
ALB,Albania,1990,5-9 years,Male,118,64.5
ALB,Albania,1990,5-9 years,Female,82,48.5
ALB,Albania,1990,5-9 years,Both,200,56.8
ALB,Albania,1990,10-14 years,Male,83,47.9
ALB,Albania,1990,10-14 years,Female,44,27.1
ALB,Albania,1990,10-14 years,Both,127,37.8
ALB,Albania,1990,15-19 years,Male,148,88.5
ALB,Albania,1990,15-19 years,Female,58,36.8
ALB,Albania,1990,15-19 years,Both,206,63.4
ALB,Albania,1990,20-24 years,Male,194,119.1
ALB,Albania,1990,20-24 years,Female,72,46.8
ALB,Albania,1990,20-24 years,Both,265,84
ALB,Albania,1990,25-29 years,Male,195,121.6
ALB,Albania,1990,25-29 years,Female,84,55.3
ALB,Albania,1990,25-29 years,Both,278,89.5
ALB,Albania,1990,30-34 years,Male,188,138.7
ALB,Albania,1990,30-34 years,Female,91,71.2
ALB,Albania,1990,30-34 years,Both,279,105.9
ALB,Albania,1990,35-39 years,Male,179,173.2
ALB,Albania,1990,35-39 years,Female,84,87.5
ALB,Albania,1990,35-39 years,Both,263,132
ALB,Albania,1990,40-44 years,Male,206,258.9
ALB,Albania,1990,40-44 years,Female,99,137.6
ALB,Albania,1990,40-44 years,Both,305,201.3
ALB,Albania,1990,45-49 years,Male,323,408.9
ALB,Albania,1990,45-49 years,Female,160,219.8
ALB,Albania,1990,45-49 years,Both,484,318.2
ALB,Albania,1990,50-54 years,Male,457,659.6
ALB,Albania,1990,50-54 years,Female,209,347.1
ALB,Albania,1990,50-54 years,Both,666,514.2
ALB,Albania,1990,55-59 years,Male,580,"1,057.30"
ALB,Albania,1990,55-59 years,Female,273,538
ALB,Albania,1990,55-59 years,Both,853,807.6
ALB,Albania,1990,60-64 years,Male,682,"1,733.60"
ALB,Albania,1990,60-64 years,Female,389,910.9
ALB,Albania,1990,60-64 years,Both,"1,072","1,305.30"
ALB,Albania,1990,65-69 years,Male,889,"2,769.00"
ALB,Albania,1990,65-69 years,Female,560,"1,533.70"
ALB,Albania,1990,65-69 years,Both,"1,449","2,111.80"
ALB,Albania,1990,70-74 years,Male,849,"4,350.60"
ALB,Albania,1990,70-74 years,Female,630,"2,656.90"
ALB,Albania,1990,70-74 years,Both,"1,479","3,421.10"
ALB,Albania,1990,75-79 years,Male,981,"6,858.80"
ALB,Albania,1990,75-79 years,Female,999,"4,681.30"
ALB,Albania,1990,75-79 years,Both,"1,980","5,555.50"
ALB,Albania,1990,80+ years,Male,"1,276","13,051.70"
ALB,Albania,1990,80+ years,Female,"1,895","10,562.60"
ALB,Albania,1990,80+ years,Both,"3,172","11,440.60"
ALB,Albania,1990,All ages,Male,"9,251",550.2
ALB,Albania,1990,All ages,Female,"7,249",453.1
ALB,Albania,1990,All ages,Both,"16,500",502.9
ALB,Albania,2000,0-6 days,Male,140,"27,063.20"
ALB,Albania,2000,0-6 days,Female,100,"20,566.60"
ALB,Albania,2000,0-6 days,Both,240,"23,925.10"
ALB,Albania,2000,7-27 days,Male,60,"3,859.90"
ALB,Albania,2000,7-27 days,Female,48,"3,287.50"
ALB,Albania,2000,7-27 days,Both,108,"3,583.20"
ALB,Albania,2000,28-364 days,Male,373,"1,470.30"
ALB,Albania,2000,28-364 days,Female,314,"1,322.00"
ALB,Albania,2000,28-364 days,Both,686,"1,398.60"
ALB,Albania,2000,1-4 years,Male,257,207.7
ALB,Albania,2000,1-4 years,Female,201,173.4
ALB,Albania,2000,1-4 years,Both,458,191.1
ALB,Albania,2000,5-9 years,Male,71,44.7
ALB,Albania,2000,5-9 years,Female,51,33.6
ALB,Albania,2000,5-9 years,Both,121,39.3
ALB,Albania,2000,10-14 years,Male,67,40.4
ALB,Albania,2000,10-14 years,Female,39,24.7
ALB,Albania,2000,10-14 years,Both,106,32.7
ALB,Albania,2000,15-19 years,Male,141,96
ALB,Albania,2000,15-19 years,Female,57,37.6
ALB,Albania,2000,15-19 years,Both,198,66.2
ALB,Albania,2000,20-24 years,Male,137,132.7
ALB,Albania,2000,20-24 years,Female,53,45.8
ALB,Albania,2000,20-24 years,Both,190,87
ALB,Albania,2000,25-29 years,Male,140,134.7
ALB,Albania,2000,25-29 years,Female,59,53.8
ALB,Albania,2000,25-29 years,Both,199,93
ALB,Albania,2000,30-34 years,Male,173,156.4
ALB,Albania,2000,30-34 years,Female,84,70.8
ALB,Albania,2000,30-34 years,Both,257,112
ALB,Albania,2000,35-39 years,Male,221,209.7
ALB,Albania,2000,35-39 years,Female,103,98.1
ALB,Albania,2000,35-39 years,Both,325,154
ALB,Albania,2000,40-44 years,Male,346,313.2
ALB,Albania,2000,40-44 years,Female,163,151.5
ALB,Albania,2000,40-44 years,Both,509,233.5
ALB,Albania,2000,45-49 years,Male,431,493.8
ALB,Albania,2000,45-49 years,Female,199,239.3
ALB,Albania,2000,45-49 years,Both,630,369.8
ALB,Albania,2000,50-54 years,Male,548,792.1
ALB,Albania,2000,50-54 years,Female,243,376.1
ALB,Albania,2000,50-54 years,Both,791,591.1
ALB,Albania,2000,55-59 years,Male,797,"1,250.40"
